s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	time
122.4563	117.7491	112.5752	122.8874	120.8358	113.8828	116.1602	122.5307	112.1213	116.0298	113.9601	114.5862	118.7751	118.3032	109.64	111.2116	108.8009	111.5257	112.8887	112.1005	111.2317	116.26	110.6287	113.1772	109.457	109.6104	106.7169	110.4478	110.3947	108.1616	108.7189	108.3111	110.228	106.6894	110.686	104.2493	108.8292	108.2007	108.7219	107.5302	0.152274847031
122.792	117.7491	112.5752	122.8874	120.6586	113.9294	116.2058	122.2747	112.1213	116.1507	113.9283	114.6328	118.846	118.4204	109.64	111.2646	108.7132	111.5787	113.0082	112.0552	111.2822	116.3138	110.5277	113.2952	109.457	109.6603	106.9177	110.4908	110.2942	108.208	108.7189	108.3602	110.1852	106.7373	110.686	104.3616	108.8721	107.967	108.6029	107.5302	0.166689872742
122.446	117.7961	112.5752	122.9449	120.6072	113.9294	116.1602	122.292	112.35	116.2717	113.8622	114.6328	118.8939	118.2432	109.6945	111.1586	108.7571	111.5787	113.0082	112.1684	111.2317	116.2554	110.5909	113.121	109.457	109.7751	106.7604	110.4478	110.3444	108.3661	108.7189	108.4094	110.1141	106.6173	110.6509	104.1786	108.8721	107.967	108.6029	107.2567	0.179723978043
122.2782	117.6327	112.5752	122.8874	120.5559	113.8828	116.1602	122.5307	112.2357	116.1507	113.9112	114.7477	118.846	118.2432	109.64	111.1486	108.7132	111.5257	113.057	111.8969	111.1811	116.3138	110.6414	113.121	109.4036	109.6603	106.8306	110.4908	110.4581	108.1616	108.4946	108.4094	110.3418	106.6415	110.686	104.474	108.8721	107.967	108.7219	107.5302	0.193409919739
122.4563	117.7491	112.6269	122.7704	120.5045	113.976	116.2769	122.5819	112.4644	116.0819	113.9601	114.7477	118.9647	118.5375	109.64	111.0956	108.8009	111.7504	113.1277	112.1005	111.2317	116.3138	110.5782	113.121	109.3372	109.6603	106.8741	110.4908	110.2942	108.3661	108.4946	108.3602	110.3846	106.6415	110.5636	104.3616	108.6709	108.0337	108.5524	107.5302	0.207157850266
122.341	117.7961	112.6269	122.8874	120.7215	114.0417	116.1145	122.65	112.2357	116.0986	113.9601	114.7477	118.9647	118.2432	109.5179	111.2646	108.8009	111.5787	112.8887	112.1684	111.1811	116.2016	110.692	113.239	109.457	109.6104	106.9177	110.5641	110.3444	108.2733	108.6715	108.3602	110.299	106.6894	110.7734	104.2076	108.7863	108.0839	108.7219	107.6305	0.220810890198
122.3935	117.7961	112.5752	122.8299	120.5559	113.976	116.2058	122.3431	112.4644	116.0298	113.9112	114.7011	119.0126	118.3032	109.64	111.2746	108.8009	111.6317	113.0082	111.9421	111.2822	116.3138	110.5782	113.1828	109.5769	109.7252	106.9879	110.6804	110.3444	108.1153	108.7189	108.3602	110.299	106.7373	110.7297	104.2076	108.7566	108.0839	108.6533	107.5803	0.234797954559
122.4563	117.7961	112.6269	123.0044	120.6701	113.9294	116.2058	122.7013	112.35	116.0819	113.8622	114.7477	118.9647	118.3032	109.64	111.1486	108.8009	111.6973	113.057	112.1684	111.2317	116.26	110.6414	113.121	109.5234	109.7751	106.8741	110.4478	110.3947	108.2543	108.7189	108.3111	110.3418	106.6415	110.7297	104.5158	108.8721	108.0839	108.6029	107.4185	0.248412847519
122.5088	117.7491	112.6269	122.8874	120.6701	114.1073	116.1602	122.65	112.4644	116.2717	114.1905	114.7477	118.8939	118.3032	109.64	111.0956	108.7571	111.5787	113.0082	112.0552	111.2317	116.26	110.692	113.121	109.457	109.6104	106.9177	110.4908	110.4581	108.208	108.7189	108.3602	110.299	106.7373	110.6509	104.2781	108.8292	108.0839	108.6533	107.4686	0.262207984924
122.5088	117.7022	112.5752	122.9449	120.6072	113.8828	116.2311	122.4113	112.2967	116.1507	113.8622	114.7477	118.846	118.2432	109.5854	111.0427	108.8009	111.513	113.0082	112.1005	111.2317	116.3138	110.5782	113.121	109.457	109.7252	106.9177	110.4478	110.2942	108.208	108.7189	108.4094	110.3418	106.9292	110.7297	104.3616	108.8721	108.2007	108.6029	107.5803	0.275684833527
122.446	117.8656	112.5752	122.9469	120.5559	114.0417	116.1145	122.5307	112.35	116.2029	114.0263	114.6328	118.8939	118.3032	109.64	111.2646	108.9163	111.46	113.057	112.1005	111.2317	116.26	110.6414	113.121	109.457	109.6603	106.8741	110.4908	110.5084	108.2733	108.7189	108.3602	110.228	106.8093	110.6072	104.5575	108.7137	108.134	108.7219	107.5803	0.289621829987
122.5613	117.7022	112.5752	123.0638	120.8358	114.0417	116.2769	122.5307	112.35	116.0986	114.1243	114.7477	118.7751	118.3032	109.8167	111.2116	108.9877	111.5787	113.0082	112.0552	111.2317	116.2016	110.6287	113.357	109.457	109.6104	106.8741	110.4478	110.2942	108.3197	108.7189	108.3602	110.299	106.6415	110.8171	104.3199	108.7863	107.967	108.6029	107.4185	0.30321598053
122.6767	117.7491	112.6269	122.9469	120.6701	114.0884	116.1602	122.4625	112.2357	116.0986	113.8622	114.7943	118.9417	118.3032	109.6945	111.1486	109.0316	111.513	113.0082	112.2136	111.2317	116.3138	110.7425	113.239	109.5234	109.7751	106.9613	110.4908	110.2942	108.2733	108.6068	108.3602	110.299	106.7373	110.686	104.291	108.8721	108.1505	108.6533	107.5302	0.317132949829
122.5613	117.7491	112.5093	123.062	120.4929	114.0417	116.3226	122.65	112.35	116.0298	114.0263	114.8159	118.9647	118.3032	109.6945	111.1486	108.9163	111.5787	113.0082	112.0552	111.2317	116.3138	110.5782	113.357	109.2838	109.89	106.9177	110.4908	110.5215	108.1153	108.7189	108.3111	110.3418	106.7373	110.686	104.2493	108.8721	108.0337	108.6029	107.5302	0.33084487915
122.5088	117.6327	112.6269	123.0044	120.5559	114.0417	116.1602	122.7013	112.2357	116.0298	113.9773	114.7477	118.8939	118.4204	109.6945	111.2646	108.8009	111.5787	113.0789	112.1005	111.2317	116.3138	110.7425	113.2445	109.457	109.7252	106.8306	110.4478	110.5084	108.208	108.7189	108.3602	110.299	106.7373	110.7297	104.3616	108.8721	107.9169	108.6029	107.5302	0.344450950623
122.5088	117.7491	112.5093	122.9449	120.6701	114.0417	116.2058	122.6331	112.2357	116.0986	114.0263	114.7011	118.8939	118.3032	109.64	111.2116	108.9163	111.7504	113.1277	112.0552	111.2822	116.3676	110.5782	113.239	109.457	109.6603	106.8741	110.4908	110.3444	108.2733	108.7189	108.3602	110.1141	106.7373	110.7297	104.2493	108.7137	107.967	108.6029	107.5803	0.358438014984
122.5613	117.5858	112.6269	122.8874	120.7215	114.0417	116.2058	122.6331	112.1746	116.1507	114.0924	114.7943	119.1793	118.3032	109.6945	111.2116	108.7571	111.6973	113.0082	112.0552	111.2317	116.3676	110.692	113.0649	109.4036	109.5605	106.8741	110.4908	110.4581	108.208	108.4946	108.4094	110.299	106.8572	110.686	104.5158	108.8292	108.2007	108.4334	107.5803	0.371965885162
122.3935	117.7491	112.6269	122.9449	120.7215	113.9294	116.2058	122.4625	112.2357	116.0986	113.9601	114.7477	118.9168	118.3032	109.5854	111.0956	108.8009	111.5787	113.0082	112.01	111.2317	116.26	110.6414	113.121	109.457	109.84	106.8741	110.4908	110.4581	108.1616	108.4946	108.3602	110.3418	106.7373	110.7297	104.2076	108.9017	108.0839	108.6029	107.4185	0.386366844177
122.7394	117.6796	112.5093	122.8874	120.7215	113.9294	116.1602	122.4625	112.2357	116.1507	114.0753	114.7477	119.0126	118.4804	109.64	111.2116	108.8724	111.7504	113.0082	111.9421	111.2822	116.3138	110.692	113.239	109.6967	109.7751	106.8741	110.6071	110.4581	108.2733	108.7189	108.3602	110.2707	106.8093	110.7734	104.5158	108.7863	108.2509	108.6533	107.4185	0.399338006973
122.5088	117.7491	112.5752	123.0044	120.6701	114.0884	116.2311	122.5307	112.35	116.1507	113.8622	114.7477	118.9647	118.3603	109.64	111.2646	108.8724	111.6973	113.0082	112.01	111.1811	116.3138	110.7425	113.239	109.6967	109.6104	106.9177	110.6374	110.4581	108.3197	108.7189	108.3111	110.228	106.7373	110.7297	104.4451	108.7137	108.1505	108.6029	107.5302	0.413220882416
122.5088	117.7491	112.6269	123.0044	120.6701	113.976	116.1602	122.4113	112.35	116.4449	113.9283	114.7477	119.0126	118.3032	109.64	111.0956	108.9163	111.46	113.057	112.0552	111.2317	116.3138	110.4772	113.239	109.4036	109.5605	106.9177	110.4478	110.2942	108.4314	108.831	108.3602	110.299	106.7614	110.6424	104.4451	108.8721	108.2007	108.6533	107.4185	0.426883935928
122.3307	117.7491	112.6269	122.8874	120.7215	113.8361	116.1145	122.7013	112.2357	116.0298	114.1415	114.8626	118.8939	118.2432	109.64	111.0427	108.7132	111.5787	113.0082	112.1005	111.2317	116.3138	110.5782	113.3008	109.5769	109.6104	106.7604	110.5641	110.3444	108.208	108.831	108.3602	110.228	106.7373	110.7297	104.2493	108.7566	108.0337	108.7219	107.48	0.440551042557
122.5088	117.9126	112.5752	123.0044	120.7215	113.8828	116.1145	122.5307	112.35	116.3239	113.9112	114.7011	118.8939	118.6547	109.64	111.0956	108.7571	111.6973	113.0082	111.8969	111.2317	116.3676	110.692	113.121	109.5769	109.7252	106.9443	110.6071	110.4078	108.208	108.7189	108.3602	110.299	106.6894	110.686	104.2493	108.9876	108.2007	108.6533	107.5302	0.454516887665
122.6241	117.7961	112.6269	123.0044	120.7729	113.8361	116.1145	122.65	112.2357	116.2029	114.1415	114.8626	119.0126	118.3032	109.8842	111.1486	108.7571	111.5787	113.0082	112.1005	111.2317	116.3138	110.6414	113.121	109.5769	109.7252	106.9177	110.4908	110.3444	108.3197	108.7189	108.3602	110.0714	106.7373	110.686	104.4322	108.8721	108.1505	108.6533	107.5302	0.468243837357
122.6241	117.7961	112.6269	122.8874	120.7729	113.9294	116.1145	122.5819	112.35	116.3239	113.9112	114.8159	118.8939	118.4204	109.64	111.2646	108.7571	111.5787	113.0082	111.9421	111.0644	116.3138	110.7425	113.239	109.4036	109.7252	106.7169	110.4478	110.3947	108.208	108.7189	108.3602	110.299	106.5936	110.7734	104.3616	108.8721	107.967	108.7038	107.6419	0.48193693161
122.6241	117.7491	112.6269	123.0044	120.7729	114.0417	116.2311	122.5307	112.35	116.0986	114.0263	114.7011	118.8939	118.3032	109.64	111.2646	108.9163	111.5787	113.057	112.1005	111.2317	116.3138	110.692	113.1828	109.457	109.84	106.8741	110.4478	110.445	108.1153	108.7189	108.3602	110.3418	106.6415	110.7297	104.2493	108.9876	108.0839	108.7219	107.5803	0.495654821396
122.4563	117.7491	112.4577	123.062	120.5559	114.0417	116.1602	122.5307	112.35	116.4449	113.9773	114.7477	118.9417	118.3032	109.64	111.2646	108.7571	111.5787	113.0082	112.0552	111.2822	116.3676	110.692	113.1828	109.5769	109.7252	106.8741	110.4908	110.3444	108.208	108.7189	108.3602	110.299	106.8572	110.8085	104.4451	108.9447	108.2007	108.6533	107.5803	0.509588956833
122.5088	117.7961	112.6269	123.0044	120.6701	113.8361	116.3226	122.5819	112.2357	116.1507	114.0263	114.8626	118.8939	118.3032	109.6945	111.2646	108.6856	111.46	113.057	112.1684	111.1811	116.3138	110.5909	113.1828	109.5769	109.84	106.8741	110.5641	110.3444	108.3197	108.7189	108.3602	110.3418	106.7373	110.6424	104.4322	108.7863	108.2007	108.6029	107.5917	0.523154973984
122.5189	117.7491	112.6269	123.0044	120.5045	113.9294	116.1602	122.4625	112.35	116.2029	113.9112	114.8626	118.9417	118.4204	109.7075	111.1486	108.9602	111.6317	113.0082	112.0552	111.2317	116.3138	110.6414	113.121	109.457	109.7751	106.7604	110.6071	110.6222	108.3661	108.4	108.3602	110.3418	106.7134	110.8522	104.4034	108.8292	108.0839	108.6533	107.5302	0.537056922913
122.5613	117.7961	112.6269	123.062	120.7729	113.976	116.3478	122.7013	112.289	116.2029	113.9112	114.7943	118.8939	118.3032	109.7621	111.2646	108.8724	111.7504	113.0082	112.0552	111.2317	116.2016	110.4644	113.0649	109.5769	109.89	106.8039	110.4908	110.6222	108.208	108.831	108.3111	110.228	106.8093	110.6072	104.3616	108.8721	108.1505	108.8229	107.5803	0.550719022751
122.6868	117.7491	112.6269	122.9469	120.5559	114.0417	116.2769	122.5307	112.35	116.2029	114.1415	114.9308	118.846	118.2432	109.64	111.1486	109.0316	111.513	113.0082	112.1684	111.2822	116.3138	110.6414	113.121	109.457	109.89	106.9613	110.6804	110.2942	108.3197	108.7189	108.3602	110.299	106.5936	110.7297	104.3199	108.9447	108.1505	108.6029	107.5803	0.564496040344
122.3935	117.7491	112.5752	123.062	120.6072	113.8828	116.2769	122.5307	112.2967	116.2717	114.0924	114.7477	118.7982	118.3032	109.64	111.0956	108.8724	111.6973	112.8887	112.01	111.2317	116.26	110.692	113.239	109.457	109.7252	106.9177	110.7967	110.3444	108.3197	108.7189	108.3111	110.299	106.8093	110.7734	104.291	108.9876	108.2007	108.6029	107.5302	0.578169822693
122.5088	117.9126	112.5752	123.062	120.6701	113.9294	116.2058	122.5819	112.2357	116.3404	113.8622	114.7943	118.9417	118.5375	109.9388	111.2646	108.7571	111.46	113.1277	112.1005	111.1653	116.26	110.692	113.239	109.5769	109.7252	106.9177	110.4478	110.5084	108.3197	108.6068	108.4094	110.3418	106.8093	110.7297	104.2493	108.8292	108.2007	108.6029	107.4686	0.591802835464
122.5613	117.7961	112.6269	122.9469	120.6701	113.9294	116.1602	122.5819	112.4034	116.2029	114.2396	114.7477	119.0126	118.4804	109.64	111.1486	108.9163	111.5787	113.0082	112.1005	111.1811	116.26	110.6414	113.121	109.5769	109.7252	106.7169	110.6071	110.4581	108.3661	108.6715	108.3602	110.3846	106.8093	110.7297	104.474	108.9876	108.2007	108.7038	107.5302	0.605821847916
122.446	117.7491	112.6269	122.9469	120.6701	114.154	116.3226	122.65	112.35	116.3404	114.0753	114.5862	118.846	118.4775	109.8167	111.1486	108.8009	111.5257	113.0082	112.1684	111.2317	116.3138	110.7425	113.1828	109.5769	109.84	106.7604	110.5641	110.4581	108.3197	108.7189	108.4094	110.3846	106.7373	110.7297	104.5158	108.915	108.2007	108.6029	107.6921	0.619307994843
122.4037	117.7491	112.6269	123.0044	120.7215	113.995	116.3478	122.65	112.2357	116.2029	113.9601	114.8626	118.8939	118.4775	109.64	111.2646	108.8724	111.5787	113.1766	112.0552	111.2317	116.3676	110.6414	113.1828	109.4036	109.7252	106.9177	110.7234	110.4078	108.3197	108.7189	108.3602	110.3418	106.6894	110.686	104.3616	108.9876	108.0839	108.6029	107.5803	0.633327960968
122.446	117.7491	112.5752	123.062	120.8358	113.8828	116.3226	122.65	112.35	116.2029	113.8622	114.6328	118.846	118.2432	109.5854	111.1486	108.8724	111.6973	113.0082	112.1231	111.3485	116.3676	110.5909	113.357	109.6432	109.7751	106.7604	110.4908	110.4078	108.2543	108.7189	108.3602	110.299	106.6415	110.8085	104.474	108.8292	108.0839	108.7038	107.6419	0.646991968155
122.792	117.6327	112.6269	123.0044	120.6072	113.9294	116.2311	122.65	112.2357	116.2717	113.8133	114.8159	118.9417	118.2432	109.6945	111.1586	108.9163	111.46	113.0082	112.0552	111.2317	116.3138	110.5782	113.3008	109.5769	109.84	106.9177	110.6804	110.2439	108.3197	108.6715	108.3602	110.299	106.7373	110.686	104.3616	108.9447	108.2007	108.7724	107.7423	0.66086101532
122.5613	117.7491	112.5093	123.0044	120.5559	113.995	116.3683	122.7013	112.1213	116.0819	113.8622	114.8159	119.1313	118.4804	109.6945	111.1486	108.7571	111.6973	113.0082	111.9873	111.1811	116.3676	110.692	113.239	109.457	109.7252	106.9177	110.6804	110.3444	108.2269	108.7189	108.3602	110.3418	106.6894	110.686	104.3616	108.9876	108.2509	108.6533	107.7423	0.674563884735
122.5613	117.7491	112.6269	123.062	120.6072	113.8828	116.2769	122.7013	112.35	116.2029	113.9601	114.7477	118.9647	118.2432	109.7621	111.1486	109.0756	111.6317	113.1277	112.0552	111.2822	116.3676	110.692	113.1828	109.6304	109.84	106.8039	110.6071	110.5084	108.2733	108.7189	108.4094	110.3418	106.7851	110.686	104.2076	108.9876	108.2007	108.6029	107.7423	0.688400030136
122.3935	117.7961	112.6269	122.8299	120.7215	113.995	116.3936	122.65	112.35	116.2717	114.1905	114.7477	118.8939	118.3032	109.6945	111.3806	108.8009	111.6973	113.0082	111.9421	111.1811	116.3138	110.692	113.121	109.5769	109.7751	106.8741	110.4908	110.3947	108.1616	108.7189	108.3111	110.228	106.7373	110.8522	104.3199	108.8721	108.2007	108.7724	107.6419	0.701997995377
122.5088	117.7491	112.6269	123.062	120.7215	113.995	116.1602	122.5819	112.2357	116.2029	114.0753	114.7477	118.8939	118.4204	109.6945	111.2646	108.7571	111.6847	113.057	112.0552	111.1811	116.3138	110.5277	113.2952	109.5769	109.7751	106.9177	110.5641	110.4581	108.385	108.7189	108.3602	110.4557	106.6415	110.7297	104.0953	108.915	108.2007	108.6029	107.6419	0.715716838837
122.5613	117.7961	112.6269	123.0044	120.6701	113.9294	116.2769	122.65	112.4644	116.4449	113.9112	114.9093	119.0126	118.4204	109.64	111.1486	108.8724	111.7504	113.0082	112.1231	111.2317	116.3676	110.7425	113.121	109.5769	109.89	106.7604	110.6804	110.3444	108.385	108.7189	108.3602	110.3418	106.6894	110.686	104.2076	108.9447	108.0337	108.6533	107.6921	0.729481935501
122.6767	117.7961	112.7445	123.062	120.6586	114.154	116.2769	122.65	112.35	116.3926	113.9112	114.7477	118.8939	118.4204	109.64	111.0956	108.8009	111.6317	112.8887	112.2136	111.2822	116.3138	110.692	113.1828	109.5769	109.84	106.9177	110.5641	110.5084	108.3197	108.7189	108.4094	110.299	106.6894	110.686	104.4034	108.9447	108.0839	108.6029	107.6419	0.743067979813
122.5613	117.7022	112.6269	123.0044	120.7215	113.9294	116.4393	122.7013	112.4644	116.3404	113.8622	114.7011	118.846	118.4804	109.7075	111.0956	108.7571	111.7504	113.0082	112.01	111.1811	116.3676	110.7425	113.239	109.457	109.7751	106.8741	110.7234	110.5084	108.208	108.7189	108.3602	110.228	106.6894	110.7734	104.5575	108.8721	108.0839	108.6029	107.5803	0.756780862808
122.7293	117.7961	112.7445	122.8874	120.7215	114.2007	116.1145	122.4625	112.2357	116.4449	114.0263	114.7943	118.9647	118.3632	109.6945	111.1486	108.8009	111.5787	113.1766	112.0552	111.2317	116.3138	110.5277	113.239	109.5769	109.84	106.9443	110.5641	110.4581	108.2733	108.6068	108.4094	110.1852	106.6894	110.7734	104.3616	108.915	108.2007	108.6533	107.6419	0.770617961884
122.6241	117.7022	112.6269	122.9469	120.7843	114.0417	116.4393	122.7013	112.35	116.4449	114.1415	114.7011	118.846	118.3032	109.7621	111.1486	108.9163	111.6442	113.0082	112.0552	111.2822	116.3138	110.6287	113.121	109.5234	109.6104	106.8039	110.6071	110.3575	108.3197	108.831	108.4094	110.3846	106.8093	110.686	104.4322	108.9876	108.2007	108.6533	107.5302	0.784490823746
122.6241	117.7491	112.5752	123.0638	120.7729	113.995	116.3226	122.5819	112.35	116.3239	114.1415	114.7477	119.0126	118.3032	109.8842	111.2646	108.9163	111.7504	113.0082	112.0552	111.2822	116.3676	110.6287	113.239	109.5769	109.84	106.8741	110.5641	110.4078	108.2733	108.7189	108.4094	110.4274	106.7373	110.7297	104.3616	108.7863	108.2007	108.6029	107.6419	0.798261880875
122.6767	117.9126	112.6269	122.8874	120.7215	113.995	116.3936	122.5819	112.35	116.1507	114.0263	114.7011	119.0126	118.2432	109.7621	111.2116	108.9163	111.5787	113.0082	112.1684	111.2317	116.3138	110.692	113.121	109.2838	109.84	106.7604	110.6071	110.5084	108.1153	108.7189	108.4094	110.3418	106.7373	110.7297	104.474	108.8292	108.0839	108.6029	107.5803	0.812078952789
122.6767	117.7961	112.5752	123.0044	120.8358	114.0417	116.2769	122.7013	112.4034	116.2717	114.0263	114.7011	118.8939	118.3032	109.6945	111.2646	108.8724	111.7504	113.0082	112.0552	111.3485	116.26	110.692	113.357	109.6967	109.7252	107.0315	110.5641	110.3947	108.1153	108.7189	108.3602	110.299	106.7373	110.7297	104.291	108.915	108.2007	108.6029	107.5302	0.825639009476
122.9601	117.7961	112.6269	123.0044	120.7215	113.995	116.2769	122.5307	112.4644	116.3239	113.9601	114.8159	118.9647	118.3032	109.7621	111.1486	108.9877	111.5787	113.0082	112.0552	111.2822	116.26	110.5277	113.1266	109.5769	109.7751	106.8741	110.4478	110.4581	108.3197	108.7189	108.3602	110.299	106.7614	110.7297	104.3616	108.915	108.2007	108.6533	107.5803	0.839570999146
122.6767	117.7961	112.6269	123.062	120.7215	113.995	116.4393	122.7013	112.4644	116.3926	113.9112	114.8626	119.0834	118.2432	109.64	111.2646	108.7571	111.8565	113.0082	112.1684	111.2317	116.3676	110.692	113.239	109.5769	109.7751	106.8039	110.7234	110.4581	108.2733	108.831	108.4094	110.3418	106.8572	110.8085	104.2076	108.8292	108.3176	108.5524	107.5302	0.85326385498
122.6767	117.8186	112.5752	123.0044	120.7215	113.8828	116.2769	122.65	112.35	116.3926	114.1415	114.7011	119.0126	118.3032	109.6945	111.2116	108.9163	111.6973	113.057	112.01	111.2822	116.3138	110.6414	113.239	109.5769	109.89	106.9879	110.6804	110.3947	108.3197	108.831	108.3602	110.3418	106.6415	110.8085	104.474	108.9876	108.2007	108.6533	107.6419	0.866766929626
122.3935	117.8656	112.5752	123.062	120.6586	114.0884	116.3226	122.65	112.35	116.1507	114.0753	114.7011	118.8939	118.6547	109.7621	111.3806	108.9163	111.6973	113.057	112.1231	111.2317	116.3676	110.692	113.0087	109.457	109.84	106.8475	110.7234	110.2942	108.3197	108.7189	108.3111	110.3418	106.8093	110.7297	104.474	108.9447	108.2007	108.6533	107.6419	0.880552053452
122.6241	117.7961	112.6269	123.0044	120.8358	114.154	116.2769	122.65	112.2357	116.1507	113.8622	114.7477	118.9647	118.3032	109.6945	111.2116	108.8724	111.6317	113.0082	112.0552	111.2822	116.3138	110.6414	113.121	109.457	109.89	107.0315	110.8398	110.4581	108.3197	108.7189	108.3602	110.3418	106.6894	110.686	104.3616	108.9876	108.2007	108.6029	107.5803	0.894369840622
122.341	117.7491	112.4577	123.0044	120.7215	113.8828	116.4393	122.5819	112.35	116.4449	114.0263	114.8626	119.0126	118.4775	109.7621	111.2116	108.8724	111.6973	113.057	111.9421	111.2317	116.3676	110.6414	113.2445	109.5769	109.7252	107.0315	110.7234	110.4078	108.3197	108.7189	108.4781	110.3418	106.7614	110.8085	104.3616	108.9017	108.2007	108.6029	107.6921	0.907975912094
122.6767	117.7961	112.6269	123.0044	120.7215	114.0884	116.2058	122.7013	112.35	116.3926	114.0753	114.7011	118.8939	118.3603	109.64	111.2116	108.9163	111.6973	113.057	112.01	111.2317	116.3138	110.6414	113.239	109.5769	109.7751	107.0315	110.6804	110.3947	108.208	108.7189	108.4781	110.3418	106.9292	110.686	104.4322	109.0306	108.2007	108.6714	107.5302	0.921875953674
122.6241	117.7961	112.6269	123.0044	120.6701	114.154	116.4851	122.65	112.35	116.3926	113.8622	114.8159	119.0126	118.4204	109.8167	111.3806	108.9163	111.7504	113.0082	112.1684	111.1811	116.3138	110.692	113.0649	109.5769	109.7252	106.9177	110.4478	110.4581	108.3197	108.7189	108.3602	110.3846	106.7614	110.7734	104.474	108.8292	108.2007	108.6029	107.5302	0.935614824295
