s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	time
98.5927	98.4484	99.113	98.3909	97.979	98.0986	96.4238	100.5086	97.2565	96.3836	97.5918	98.0493	99.1386	99.2123	96.7287	96.9285	97.0196	99.0159	99.9566	96.5012	97.7221	100.3542	99.0348	100.2148	97.5322	96.8126	98.0091	99.6736	99.0172	97.3425	96.3935	97.5664	99.8968	98.3894	99.6852	97.7528	98.7795	97.9926	99.3985	97.3033	0.0149331092834
98.7067	98.2943	99.113	98.486	98.0215	98.0986	96.4996	100.5086	97.3221	96.459	97.5918	98.1291	99.0209	99.2646	96.6076	97.0162	97.0196	98.8284	100.0001	96.5359	97.9294	100.3068	99.0348	100.2659	97.7	96.7432	98.0493	99.6736	99.0172	97.4955	96.5474	97.3599	99.8223	98.1956	99.7244	97.9038	98.8183	97.7138	99.3985	97.3033	0.0286071300507
98.7067	98.3725	98.9968	98.5064	98.1345	97.8764	96.4617	100.5086	97.483	96.3836	97.6341	98.1632	98.9828	99.0961	96.7287	97.0438	97.0196	99.0641	100.0001	96.5747	97.9294	100.3542	98.8759	100.2148	97.4835	96.8574	98.2027	99.6352	98.9715	97.3005	96.4358	97.6389	99.8223	98.3594	99.6852	97.7919	98.8183	97.7839	99.3985	97.3956	0.0423541069031
98.7067	98.3334	98.9968	98.3909	98.0215	98.1388	96.4238	100.6267	97.483	96.2638	97.6634	97.9354	99.0607	99.2123	96.679	97.0438	97.2486	98.9462	100.0001	96.6135	97.8381	100.3068	99.0348	100.2148	97.6297	96.7432	98.0895	99.8279	99.0172	97.2733	96.282	97.6837	99.7837	98.3894	99.6852	97.9038	98.7795	97.7839	99.3518	97.3033	0.0559949874878
98.7067	98.3334	99.0435	98.5064	97.979	98.0277	96.4617	100.5086	97.483	96.459	97.7059	97.9354	99.0209	99.2123	96.679	97.0438	97.0196	98.9677	99.9131	96.6135	97.6515	100.3068	98.9889	100.2148	97.6513	96.9268	98.1625	99.8279	99.0172	97.3844	96.4626	97.5664	99.6705	98.3148	99.7636	97.8646	98.7795	97.7839	99.3985	97.3033	0.069885969162
98.7067	98.2184	98.9968	98.4588	97.979	97.9875	96.4238	100.5086	97.4353	96.3836	97.6341	98.0892	99.0607	99.2646	96.7287	96.9962	97.1341	98.8981	99.7945	96.3501	97.8132	100.3068	99.0348	100.2148	97.6025	96.8126	98.1625	99.8279	99.0172	97.2314	96.505	97.5217	99.9355	98.3148	99.7244	97.8254	98.7795	97.76	99.3985	97.3033	0.0837309360504
98.6637	98.3334	98.9968	98.622	97.979	98.1388	96.4617	100.5086	97.5783	96.3836	97.5918	98.2032	99.0209	99.0438	96.7287	96.9487	97.0196	99.1819	99.9131	96.5359	97.8838	100.3542	98.9889	100.2148	97.6025	96.6985	98.2027	99.8279	98.9715	97.2733	96.3243	97.5664	99.8223	98.4341	99.9681	97.8646	98.8572	97.9464	99.3985	97.3494	0.0972759723663
98.7067	98.3334	98.9502	98.5064	97.9366	98.0277	96.4617	100.5509	97.4353	96.4279	97.5918	98.0493	98.9033	99.2646	96.5579	96.8335	97.0196	99.0159	99.9131	96.5747	97.7677	100.3542	99.0348	100.3319	97.7	96.8126	98.0493	99.7509	99.0172	97.3844	96.5898	97.5217	99.7837	98.3894	99.6025	97.9038	98.8183	97.7839	99.4702	97.1461	0.111053943634
98.7497	98.3334	99.113	98.622	98.1345	98.0277	96.6152	100.5086	97.2565	96.3836	97.5918	98.2032	99.0607	99.2123	96.679	96.9285	97.1341	98.8284	99.8379	96.6523	97.9294	100.3542	99.0348	100.3831	97.581	96.8574	98.2027	99.8279	99.1302	97.3844	96.3935	97.4771	99.7091	98.151	99.7244	97.9038	98.8183	97.7138	99.517	97.3494	0.124880075455
98.7067	98.4875	98.9968	98.5064	97.979	98.1388	96.4617	100.5086	97.483	96.3836	97.7483	98.0892	98.9413	99.2123	96.7287	96.9962	97.1341	98.8981	100.0001	96.5747	97.8132	100.3068	98.9218	100.2659	97.6297	96.9716	98.1222	99.8279	99.0172	97.3844	96.2397	97.6837	99.7091	98.2702	99.7244	97.8646	98.8572	97.9001	99.2333	97.2572	0.138407945633
